head,tail,relation,weight
"(1239696881078243328, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0386126347555919
"(1239698621768986624, 't')",16_virus_china_china virus_chinese,in_topic,0.2091209904253927
"(1239698621768986624, 't')",99_virus_china_china virus_trump,in_topic,0.0338103834997327
"(1239698621768986624, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0440134080744628
"(1239698621768986624, 't')",201_virus_calling it_racist_chinese,in_topic,0.0409347194285121
"(1239698621768986624, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0478059357477648
"(1239699254672687104, 't')",16_virus_china_china virus_chinese,in_topic,0.1489420611147871
"(1239699254672687104, 't')",99_virus_china_china virus_trump,in_topic,0.0346657633060924
"(1239699254672687104, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0535104737947712
"(1239699254672687104, 't')",201_virus_calling it_racist_chinese,in_topic,0.0532475651225321
"(1239699254672687104, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0316476957595681
"(1239700535038500864, 't')",16_virus_china_china virus_chinese,in_topic,0.2870787466177683
"(1239700535038500864, 't')",99_virus_china_china virus_trump,in_topic,0.0454905827433391
"(1239700535038500864, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0577276589998533
"(1239700535038500864, 't')",201_virus_calling it_racist_chinese,in_topic,0.0599196385693829
"(1239700535038500864, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0562472939836886
"(1239701916881305600, 't')",101_blm blm_blm_paki_blm breonnataylor,in_topic,0.0102288032715557
"(1239703118662627328, 't')",16_virus_china_china virus_chinese,in_topic,0.3665024568318883
"(1239703118662627328, 't')",99_virus_china_china virus_trump,in_topic,0.0320716931618587
"(1239703118662627328, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0440499838875533
"(1239703118662627328, 't')",201_virus_calling it_racist_chinese,in_topic,0.0391251739845405
"(1239703118662627328, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0395120194865293
"(1239703422837739520, 't')",16_virus_china_china virus_chinese,in_topic,0.1318167979924205
"(1239703422837739520, 't')",99_virus_china_china virus_trump,in_topic,0.0402418898398553
"(1239703422837739520, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0620993475530593
"(1239703422837739520, 't')",201_virus_calling it_racist_chinese,in_topic,0.0569932151475545
"(1239703422837739520, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0373115357049518
"(1239704369592823808, 't')",16_virus_china_china virus_chinese,in_topic,0.1121142977481507
"(1239704369592823808, 't')",99_virus_china_china virus_trump,in_topic,0.0271908042569683
"(1239704369592823808, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0347654663901368
"(1239704369592823808, 't')",201_virus_calling it_racist_chinese,in_topic,0.0325369110757421
"(1239704369592823808, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0392800187953879
"(1239710700852768768, 't')",16_virus_china_china virus_chinese,in_topic,0.0606345397763019
"(1239710700852768768, 't')",99_virus_china_china virus_trump,in_topic,0.0277088087488931
"(1239710700852768768, 't')",195_virus_he_chinese virus_chinese,in_topic,0.033370192508308
"(1239710700852768768, 't')",201_virus_calling it_racist_chinese,in_topic,0.0320869983289603
"(1239710700852768768, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0380396961543255
"(1239711877472506112, 't')",16_virus_china_china virus_chinese,in_topic,0.42256282864065
"(1239711877472506112, 't')",99_virus_china_china virus_trump,in_topic,0.037583203435295
"(1239711877472506112, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0505783086794392
"(1239711877472506112, 't')",201_virus_calling it_racist_chinese,in_topic,0.0460178316613577
"(1239711877472506112, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0489017223497487
"(1239711961069146112, 't')",16_virus_china_china virus_chinese,in_topic,0.1212421193386735
"(1239711961069146112, 't')",99_virus_china_china virus_trump,in_topic,0.0404533310940809
"(1239711961069146112, 't')",195_virus_he_chinese virus_chinese,in_topic,0.049552023610744
"(1239711961069146112, 't')",201_virus_calling it_racist_chinese,in_topic,0.0469570902936155
"(1239711961069146112, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0560760246963098
"(1239712230993571840, 't')",16_virus_china_china virus_chinese,in_topic,0.1304038719761353
"(1239712230993571840, 't')",99_virus_china_china virus_trump,in_topic,0.0282129929617271
"(1239712230993571840, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0436060095213966
"(1239712230993571840, 't')",201_virus_calling it_racist_chinese,in_topic,0.0395585728214762
"(1239712230993571840, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0276073127069934
"(1239727583375196160, 't')",16_virus_china_china virus_chinese,in_topic,0.1395646426251182
"(1239727583375196160, 't')",99_virus_china_china virus_trump,in_topic,0.0306158116623181
"(1239727583375196160, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0394527839701255
"(1239727583375196160, 't')",201_virus_calling it_racist_chinese,in_topic,0.0366610857075643
"(1239727583375196160, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0436400462111396
"(1239731710104702976, 't')",16_virus_china_china virus_chinese,in_topic,0.3559503494846796
"(1239731710104702976, 't')",99_virus_china_china virus_trump,in_topic,0.037615687454807
"(1239731710104702976, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0499335121693843
"(1239731710104702976, 't')",201_virus_calling it_racist_chinese,in_topic,0.0464144506740642
"(1239731710104702976, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0517444224441657
"(1239731884311097088, 't')",16_virus_china_china virus_chinese,in_topic,0.0477580555076646
"(1239731884311097088, 't')",99_virus_china_china virus_trump,in_topic,0.1287058236612616
"(1239731884311097088, 't')",195_virus_he_chinese virus_chinese,in_topic,0.122107030709559
"(1239731884311097088, 't')",201_virus_calling it_racist_chinese,in_topic,0.1876596778094367
"(1239731884311097088, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0346357983819223
"(1239736395649802240, 't')",16_virus_china_china virus_chinese,in_topic,0.1364865400132343
"(1239736395649802240, 't')",99_virus_china_china virus_trump,in_topic,0.0298770131636953
"(1239736395649802240, 't')",195_virus_he_chinese virus_chinese,in_topic,0.038580423805864
"(1239736395649802240, 't')",201_virus_calling it_racist_chinese,in_topic,0.0358574036362677
"(1239736395649802240, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0422430835957742
"(1239745857286582272, 't')",16_virus_china_china virus_chinese,in_topic,0.1294166803543645
"(1239745857286582272, 't')",99_virus_china_china virus_trump,in_topic,0.0295904547585427
"(1239745857286582272, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0396141519589107
"(1239745857286582272, 't')",201_virus_calling it_racist_chinese,in_topic,0.0363562945402856
"(1239745857286582272, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0381644786654885
"(1239746399098425088, 't')",16_virus_china_china virus_chinese,in_topic,0.0313724138642113
"(1239746399098425088, 't')",99_virus_china_china virus_trump,in_topic,0.4258505965330509
"(1239746399098425088, 't')",195_virus_he_chinese virus_chinese,in_topic,0.074959392228331
"(1239746399098425088, 't')",201_virus_calling it_racist_chinese,in_topic,0.0568891429375776
"(1239746399098425088, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0222939460223978
"(1239748177051303936, 't')",16_virus_china_china virus_chinese,in_topic,0.1294112951663923
"(1239748177051303936, 't')",99_virus_china_china virus_trump,in_topic,0.0405503741990568
"(1239748177051303936, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0560984440526905
"(1239748177051303936, 't')",201_virus_calling it_racist_chinese,in_topic,0.0530328263358381
"(1239748177051303936, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0432342589445929
"(1239755143597264896, 't')",16_virus_china_china virus_chinese,in_topic,0.0956567084349476
"(1239755143597264896, 't')",99_virus_china_china virus_trump,in_topic,0.0520538414064864
"(1239755143597264896, 't')",195_virus_he_chinese virus_chinese,in_topic,0.106630985012714
"(1239755143597264896, 't')",201_virus_calling it_racist_chinese,in_topic,0.0689601118754558
"(1239755143597264896, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0339608854412222
"(1239757053494808576, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,1.0
"(1239764676059123712, 't')",16_virus_china_china virus_chinese,in_topic,0.102155318739457
"(1239764676059123712, 't')",99_virus_china_china virus_trump,in_topic,0.0246322639121578
"(1239764676059123712, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0291616811516438
"(1239764676059123712, 't')",201_virus_calling it_racist_chinese,in_topic,0.0278708226112285
"(1239764676059123712, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0485428157849372
"(1239764789687025664, 't')",16_virus_china_china virus_chinese,in_topic,0.0214373490447132
"(1239764789687025664, 't')",99_virus_china_china virus_trump,in_topic,0.2156204100271044
"(1239764789687025664, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0466246781146806
"(1239764789687025664, 't')",201_virus_calling it_racist_chinese,in_topic,0.0417555635982529
"(1239764789687025664, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0168701905966795
"(1239768430955229184, 't')",201_virus_calling it_racist_chinese,in_topic,1.0
"(1239792316878995712, 't')",16_virus_china_china virus_chinese,in_topic,0.1790535180115451
"(1239792316878995712, 't')",99_virus_china_china virus_trump,in_topic,0.0301049048146413
"(1239792316878995712, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0459735536092192
"(1239792316878995712, 't')",201_virus_calling it_racist_chinese,in_topic,0.0417999704949938
"(1239792316878995712, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.030485139074098
"(1239797453756358912, 't')",16_virus_china_china virus_chinese,in_topic,0.1117995625958442
"(1239797453756358912, 't')",99_virus_china_china virus_trump,in_topic,0.0287268734026597
"(1239797453756358912, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0377024773611476
"(1239797453756358912, 't')",201_virus_calling it_racist_chinese,in_topic,0.0343024365694192
"(1239797453756358912, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0376498995044762
"(1239798086962049024, 't')",16_virus_china_china virus_chinese,in_topic,0.0574685783351217
"(1239798086962049024, 't')",99_virus_china_china virus_trump,in_topic,0.050474863045784
"(1239798086962049024, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0784572960978577
"(1239798086962049024, 't')",201_virus_calling it_racist_chinese,in_topic,0.1990683405169694
"(1239798086962049024, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0287509978496746
"(1239807317731717120, 't')",16_virus_china_china virus_chinese,in_topic,0.1213841360101217
"(1239807317731717120, 't')",99_virus_china_china virus_trump,in_topic,0.0269796757198417
"(1239807317731717120, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0395776020450181
"(1239807317731717120, 't')",201_virus_calling it_racist_chinese,in_topic,0.0359586798312817
"(1239807317731717120, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0290967096448886
"(1239807711774007296, 't')",16_virus_china_china virus_chinese,in_topic,0.1294241739079825
"(1239807711774007296, 't')",99_virus_china_china virus_trump,in_topic,0.0297079294066374
"(1239807711774007296, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0384051823054054
"(1239807711774007296, 't')",201_virus_calling it_racist_chinese,in_topic,0.0354632260107966
"(1239807711774007296, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0415863978876789
"(1239830838650392576, 't')",16_virus_china_china virus_chinese,in_topic,0.0296584415002046
"(1239830838650392576, 't')",99_virus_china_china virus_trump,in_topic,0.0236708408831223
"(1239830838650392576, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0212172665928979
"(1239830838650392576, 't')",201_virus_calling it_racist_chinese,in_topic,0.0228601216601825
"(1239830838650392576, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.4790449715800192
"(1239834303493582848, 't')",16_virus_china_china virus_chinese,in_topic,0.0249247800681384
"(1239834303493582848, 't')",99_virus_china_china virus_trump,in_topic,0.0389358069498538
"(1239834303493582848, 't')",195_virus_he_chinese virus_chinese,in_topic,0.6938613137399661
"(1239834303493582848, 't')",201_virus_calling it_racist_chinese,in_topic,0.039552548563319
"(1239834303493582848, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0130478294523941
"(1239892002742779904, 't')",16_virus_china_china virus_chinese,in_topic,0.1352431890410926
"(1239892002742779904, 't')",99_virus_china_china virus_trump,in_topic,0.047292639130655
"(1239892002742779904, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0799407909724915
"(1239892002742779904, 't')",201_virus_calling it_racist_chinese,in_topic,0.0711195975994713
"(1239892002742779904, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0354733412629089
"(1239905117194706944, 't')",16_virus_china_china virus_chinese,in_topic,0.2571542408527096
"(1239905117194706944, 't')",99_virus_china_china virus_trump,in_topic,0.0326641020892835
"(1239905117194706944, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0463716734602208
"(1239905117194706944, 't')",201_virus_calling it_racist_chinese,in_topic,0.0419352973063629
"(1239905117194706944, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0382120594427874
"(1239911546169352192, 't')",16_virus_china_china virus_chinese,in_topic,0.1282220092856895
"(1239911546169352192, 't')",99_virus_china_china virus_trump,in_topic,0.0527199535889187
"(1239911546169352192, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0529855552587379
"(1239911546169352192, 't')",201_virus_calling it_racist_chinese,in_topic,0.0543220925952486
"(1239911546169352192, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.2422761361376227
"(1239913811127099392, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,1.0
"(1239934534906347520, 't')",183_slave labor_labor_china_in china,in_topic,0.0170024813564354
"(1239935574745608192, 't')",16_virus_china_china virus_chinese,in_topic,0.0304451787507228
"(1239935574745608192, 't')",99_virus_china_china virus_trump,in_topic,0.0249212197710018
"(1239935574745608192, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0222309404904866
"(1239935574745608192, 't')",201_virus_calling it_racist_chinese,in_topic,0.0239939567553269
"(1239935574745608192, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.3376000903662344
"(1239935746707869696, 't')",16_virus_china_china virus_chinese,in_topic,0.0443180879551116
"(1239935746707869696, 't')",99_virus_china_china virus_trump,in_topic,0.2224847961117001
"(1239935746707869696, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0921350536214855
"(1239935746707869696, 't')",201_virus_calling it_racist_chinese,in_topic,0.0972235049405531
"(1239935746707869696, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0374334126633245
"(1239936530728112128, 't')",135_xenophobia_xenophobia is_the xenophobia_of xenophobia,in_topic,0.0404098831949962
"(1239936621140570112, 't')",16_virus_china_china virus_chinese,in_topic,0.0289908084094847
"(1239936621140570112, 't')",99_virus_china_china virus_trump,in_topic,0.1949946906842622
"(1239936621140570112, 't')",195_virus_he_chinese virus_chinese,in_topic,0.062354511641739
"(1239936621140570112, 't')",201_virus_calling it_racist_chinese,in_topic,0.0608113214139126
"(1239936621140570112, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0228657017577671
"(1239937789589782528, 't')",16_virus_china_china virus_chinese,in_topic,0.0447566189191503
"(1239937789589782528, 't')",99_virus_china_china virus_trump,in_topic,0.2330004728713584
"(1239937789589782528, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0952486437781761
"(1239937789589782528, 't')",201_virus_calling it_racist_chinese,in_topic,0.0964472406231176
"(1239937789589782528, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0375499605180526
"(1239938185376890880, 't')",16_virus_china_china virus_chinese,in_topic,0.0234021093216429
"(1239938185376890880, 't')",99_virus_china_china virus_trump,in_topic,0.1570570120023785
"(1239938185376890880, 't')",195_virus_he_chinese virus_chinese,in_topic,0.060247822703125
"(1239938185376890880, 't')",201_virus_calling it_racist_chinese,in_topic,0.0551652149277818
"(1239938185376890880, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0169254850204782
"(1239939793913446400, 't')",16_virus_china_china virus_chinese,in_topic,0.0382835072503588
"(1239939793913446400, 't')",99_virus_china_china virus_trump,in_topic,0.1729406700159269
"(1239939793913446400, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0768015359029456
"(1239939793913446400, 't')",201_virus_calling it_racist_chinese,in_topic,0.0810448216024593
"(1239939793913446400, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0328233200295216
"(1239940049904398336, 't')",16_virus_china_china virus_chinese,in_topic,0.0435870240100573
"(1239940049904398336, 't')",99_virus_china_china virus_trump,in_topic,0.0514056090104653
"(1239940049904398336, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0809667756890847
"(1239940049904398336, 't')",201_virus_calling it_racist_chinese,in_topic,0.4540067204362338
"(1239940049904398336, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0244277664944467
"(1239940782414368768, 't')",16_virus_china_china virus_chinese,in_topic,0.0350118859766104
"(1239940782414368768, 't')",99_virus_china_china virus_trump,in_topic,0.0734155815907677
"(1239940782414368768, 't')",195_virus_he_chinese virus_chinese,in_topic,0.1087208241985928
"(1239940782414368768, 't')",201_virus_calling it_racist_chinese,in_topic,0.1220935316772492
"(1239940782414368768, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0220767325402555
"(1239940936907378688, 't')",16_virus_china_china virus_chinese,in_topic,0.0749645220973946
"(1239940936907378688, 't')",99_virus_china_china virus_trump,in_topic,0.0270325025951657
"(1239940936907378688, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0302291913085732
"(1239940936907378688, 't')",201_virus_calling it_racist_chinese,in_topic,0.0300642567836506
"(1239940936907378688, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0574966704852026
"(1239941313836924928, 't')",16_virus_china_china virus_chinese,in_topic,0.0390180574313362
"(1239941313836924928, 't')",99_virus_china_china virus_trump,in_topic,0.1802268146263771
"(1239941313836924928, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0786288530724111
"(1239941313836924928, 't')",201_virus_calling it_racist_chinese,in_topic,0.0825566354204629
"(1239941313836924928, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0334091006765876
"(1239942354829635584, 't')",16_virus_china_china virus_chinese,in_topic,0.051328763234514
"(1239942354829635584, 't')",99_virus_china_china virus_trump,in_topic,0.0784543094696652
"(1239942354829635584, 't')",195_virus_he_chinese virus_chinese,in_topic,0.4429704015324394
"(1239942354829635584, 't')",201_virus_calling it_racist_chinese,in_topic,0.0795202019050163
"(1239942354829635584, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0250182852535994
"(1239943202473259008, 't')",16_virus_china_china virus_chinese,in_topic,0.0275053019515747
"(1239943202473259008, 't')",99_virus_china_china virus_trump,in_topic,0.1665266648747938
"(1239943202473259008, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0580731036182822
"(1239943202473259008, 't')",201_virus_calling it_racist_chinese,in_topic,0.0594994079088486
"(1239943202473259008, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0223681396119019
"(1239943312439570432, 't')",183_slave labor_labor_china_in china,in_topic,0.0168577748400417
"(1239943529364766720, 't')",201_virus_calling it_racist_chinese,in_topic,1.0
"(1239943921695739904, 't')",16_virus_china_china virus_chinese,in_topic,0.1876688129802885
"(1239943921695739904, 't')",99_virus_china_china virus_trump,in_topic,0.0397914829707251
"(1239943921695739904, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0486523089949378
"(1239943921695739904, 't')",201_virus_calling it_racist_chinese,in_topic,0.0466624213258586
"(1239943921695739904, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0453267475022953
"(1239944023667691520, 't')",16_virus_china_china virus_chinese,in_topic,0.0225654193057837
"(1239944023667691520, 't')",99_virus_china_china virus_trump,in_topic,0.3199578743527298
"(1239944023667691520, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0426057979261258
"(1239944023667691520, 't')",201_virus_calling it_racist_chinese,in_topic,0.036270780259167
"(1239944023667691520, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0184571328212404
"(1239959041083916288, 't')",16_virus_china_china virus_chinese,in_topic,0.0266271094297864
"(1239959041083916288, 't')",99_virus_china_china virus_trump,in_topic,0.0213856312308844
"(1239959041083916288, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0191126694418478
"(1239959041083916288, 't')",201_virus_calling it_racist_chinese,in_topic,0.0206599416265001
"(1239959041083916288, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.5333407099751755
"(1239962780234473472, 't')",16_virus_china_china virus_chinese,in_topic,0.168006964043842
"(1239962780234473472, 't')",99_virus_china_china virus_trump,in_topic,0.0327461960681066
"(1239962780234473472, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0457744220145549
"(1239962780234473472, 't')",201_virus_calling it_racist_chinese,in_topic,0.0417307090489413
"(1239962780234473472, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.038955562481299
"(1239963124540657664, 't')",16_virus_china_china virus_chinese,in_topic,0.3247965457602981
"(1239963124540657664, 't')",99_virus_china_china virus_trump,in_topic,0.0329821122839522
"(1239963124540657664, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0422323422247954
"(1239963124540657664, 't')",201_virus_calling it_racist_chinese,in_topic,0.0388995843463789
"(1239963124540657664, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0492057450360186
"(1239966307358924800, 't')",16_virus_china_china virus_chinese,in_topic,0.131593642123865
"(1239966307358924800, 't')",99_virus_china_china virus_trump,in_topic,0.0249600638451095
"(1239966307358924800, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0331434516425757
"(1239966307358924800, 't')",201_virus_calling it_racist_chinese,in_topic,0.0307611168353288
"(1239966307358924800, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0319237969382425
"(1239966827490336768, 't')",16_virus_china_china virus_chinese,in_topic,0.1407436125844075
"(1239966827490336768, 't')",99_virus_china_china virus_trump,in_topic,0.0395756609359043
"(1239966827490336768, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0443350591310675
"(1239966827490336768, 't')",201_virus_calling it_racist_chinese,in_topic,0.0467999517794562
"(1239966827490336768, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0674892339294745
"(1239967490131652608, 't')",16_virus_china_china virus_chinese,in_topic,0.051479103999128
"(1239967490131652608, 't')",99_virus_china_china virus_trump,in_topic,0.0577610800519575
"(1239967490131652608, 't')",195_virus_he_chinese virus_chinese,in_topic,0.1704778206416923
"(1239967490131652608, 't')",201_virus_calling it_racist_chinese,in_topic,0.0560198236229801
"(1239967490131652608, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0253528009441073
"(1239979827488120832, 't')",183_slave labor_labor_china_in china,in_topic,0.0127444784908359
"(1239983527065600000, 't')",16_virus_china_china virus_chinese,in_topic,0.1802564936738437
"(1239983527065600000, 't')",99_virus_china_china virus_trump,in_topic,0.0545278946892229
"(1239983527065600000, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0878010318485721
"(1239983527065600000, 't')",201_virus_calling it_racist_chinese,in_topic,0.0710703378346865
"(1239983527065600000, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.041656217954047
"(1239985295224795136, 't')",221_armenian_armenia_azerbaijan_armeniansforblacklives,in_topic,0.0119092798234224
"(1239987012813205504, 't')",16_virus_china_china virus_chinese,in_topic,0.1449126548244077
"(1239987012813205504, 't')",99_virus_china_china virus_trump,in_topic,0.0358925341862152
"(1239987012813205504, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0448026614995955
"(1239987012813205504, 't')",201_virus_calling it_racist_chinese,in_topic,0.0505126318216346
"(1239987012813205504, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0475748584722014
"(1239988256319483904, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,1.0
"(1239989464849514496, 't')",16_virus_china_china virus_chinese,in_topic,0.1710461208959956
"(1239989464849514496, 't')",99_virus_china_china virus_trump,in_topic,0.046643191010712
"(1239989464849514496, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0717268004246271
"(1239989464849514496, 't')",201_virus_calling it_racist_chinese,in_topic,0.0651313407676751
"(1239989464849514496, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0419600200833069
"(1239992595364732928, 't')",16_virus_china_china virus_chinese,in_topic,0.022172901436948
"(1239992595364732928, 't')",99_virus_china_china virus_trump,in_topic,0.173177712356999
"(1239992595364732928, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0417114394339641
"(1239992595364732928, 't')",201_virus_calling it_racist_chinese,in_topic,0.0368389425433283
"(1239992595364732928, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0178625057284096
"(1239994749051961088, 't')",16_virus_china_china virus_chinese,in_topic,0.0274782575745012
"(1239994749051961088, 't')",99_virus_china_china virus_trump,in_topic,0.0235043775889263
"(1239994749051961088, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0207974281194751
"(1239994749051961088, 't')",201_virus_calling it_racist_chinese,in_topic,0.0224384222390965
"(1239994749051961088, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.179906766318906
"(1239995082574422016, 't')",16_virus_china_china virus_chinese,in_topic,0.1104352799617782
"(1239995082574422016, 't')",99_virus_china_china virus_trump,in_topic,0.0275582853304412
"(1239995082574422016, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0418919731747787
"(1239995082574422016, 't')",201_virus_calling it_racist_chinese,in_topic,0.0435952715668466
"(1239995082574422016, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0264293558370134
"(1239996023541338112, 't')",16_virus_china_china virus_chinese,in_topic,0.0730081850999461
"(1239996023541338112, 't')",99_virus_china_china virus_trump,in_topic,0.0213807732247252
"(1239996023541338112, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0250988273116433
"(1239996023541338112, 't')",201_virus_calling it_racist_chinese,in_topic,0.0239562537429397
"(1239996023541338112, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.0422975320820977
"(1239997522199773184, 't')",16_virus_china_china virus_chinese,in_topic,0.18230190867409
"(1239997522199773184, 't')",99_virus_china_china virus_trump,in_topic,0.0279454303463673
"(1239997522199773184, 't')",195_virus_he_chinese virus_chinese,in_topic,0.040091885504377
"(1239997522199773184, 't')",201_virus_calling it_racist_chinese,in_topic,0.0387012656793355
"(1239997522199773184, 't')",243_coronavirus_chinesevirus_chinavirus_covid_19,in_topic,0.031645024576458
"(1240000001020792832, 't')",16_virus_china_china virus_chinese,in_topic,0.2409621633494481
"(1240000001020792832, 't')",99_virus_china_china virus_trump,in_topic,0.0359564070088198
"(1240000001020792832, 't')",195_virus_he_chinese virus_chinese,in_topic,0.0556438328722149
"(1240000001020792832, 't')",201_virus_calling it_racist_chinese,in_topic,0.0491284977847307
