head,tail,relation,weight
"(1267130564349321216, 't')",58_fag_faggot_fags_nig,in_topic,0.0144828386818338
"(1267130564349321216, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0175096370447937
"(1267130564349321216, 't')",182_perverted_perverted and_misgender_my perverted,in_topic,0.0103198948131462
"(1267130564349321216, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0170755861402322
"(1267130726375288832, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0110442077860791
"(1267131330422206464, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0160075332255706
"(1267131425356042240, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0187183017954886
"(1267131899828469760, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0172180000192951
"(1267136785974308864, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0261522907805785
"(1267137821808062464, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0106412580682153
"(1267143202198315008, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0147339676619444
"(1267146257719414784, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0257387691519759
"(1267148316728418304, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0100812526101546
"(1267150525146885888, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0186397981957843
"(1267150578087366912, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0103368503025428
"(1267156736873385984, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0110090485754629
"(1267163075095834624, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0131449229287811
"(1267163300959121408, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0150529008622075
"(1267164219696242688, 't')",26_faggot_faggots_fag_fags,in_topic,0.0134571624657183
"(1267164219696242688, 't')",58_fag_faggot_fags_nig,in_topic,0.0180647986670678
"(1267164219696242688, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0111491018358049
"(1267164219696242688, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.012169568977553
"(1267165543003381760, 't')",26_faggot_faggots_fag_fags,in_topic,0.0102603785419031
"(1267165543003381760, 't')",58_fag_faggot_fags_nig,in_topic,0.0456169449685198
"(1267165543003381760, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0105191074861704
"(1267167010481303552, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0119163291183532
"(1267167010481303552, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0117484242746088
"(1267167125518512128, 't')",58_fag_faggot_fags_nig,in_topic,0.0110994083423643
"(1267167835463102464, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.011453840706133
"(1267170166426632192, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0153609019704352
"(1267172407854301184, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0371913329676043
"(1267173537699201024, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0134370244920591
"(1267176332254777088, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.4103129019317916
"(1267184961418694912, 't')",58_fag_faggot_fags_nig,in_topic,0.0197581484112047
"(1267185331163369472, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0120058623560502
"(1267185386515648512, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0135930280646027
"(1267187127877394432, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0116438042035752
"(1267189843068518400, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0111929026355304
"(1267192510792691712, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0126544178832546
"(1267192943925846016, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0126209105409788
"(1267192943925846016, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0101525855025769
"(1267194085586219008, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0262578888654385
"(1267194564072189952, 't')",175_skate_people that skate_skate faggot and_that skate,in_topic,0.429028587220747
"(1267195178328023040, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0134686617935328
"(1267195242186280960, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0109938326202756
"(1267196115155214336, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0159674432536548
"(1267196115155214336, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0114059080737607
"(1267196745177460736, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0111052256193825
"(1267198925267546112, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0158147742136217
"(1267200779535998976, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0183781580843516
"(1267201464960643072, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0114778935992471
"(1267204012144603136, 't')",26_faggot_faggots_fag_fags,in_topic,0.0226143404731898
"(1267204012144603136, 't')",57_dyke_dykes_dykes be_like,in_topic,0.012122967649235
"(1267204012144603136, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0106444760601034
"(1267207077811781632, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0103749763603458
"(1267208453539295232, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0135710242391656
"(1267209853086208000, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0132607498367605
"(1267213139717701632, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0159236429763743
"(1267220296324362240, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0160499962551778
"(1267220545457684480, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0103430976993401
"(1267221563423645696, 't')",26_faggot_faggots_fag_fags,in_topic,0.0108063371873538
"(1267221563423645696, 't')",58_fag_faggot_fags_nig,in_topic,0.0129349491942195
"(1267221563423645696, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0106748075352364
"(1267221563423645696, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0109765597415158
"(1267222735530234112, 't')",175_skate_people that skate_skate faggot and_that skate,in_topic,0.4665311243975008
"(1267224696983969792, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0174606765658592
"(1267225794478137088, 't')",26_faggot_faggots_fag_fags,in_topic,0.0192557950071382
"(1267225794478137088, 't')",58_fag_faggot_fags_nig,in_topic,0.0134749381352495
"(1267225794478137088, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0126927430772833
"(1267225794478137088, 't')",182_perverted_perverted and_misgender_my perverted,in_topic,0.0111090969617335
"(1267225794478137088, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0123343258458355
"(1267226048195747840, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0197587990690109
"(1267226533610917888, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.029698326440228
"(1267228640238059520, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0176951280323651
"(1267236587269533696, 't')",26_faggot_faggots_fag_fags,in_topic,0.0117573799517766
"(1267236587269533696, 't')",58_fag_faggot_fags_nig,in_topic,0.01728777864159
"(1267240353406414848, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0109846633146394
"(1267241340749795328, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0151349526924731
"(1267245158619213824, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0116614621684986
"(1267248594240671488, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0126285243254338
"(1267253686977261568, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0191456818604349
"(1267253834042109952, 't')",58_fag_faggot_fags_nig,in_topic,0.0334975819361438
"(1267254003005415424, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0221973240941414
"(1267254330559627264, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0112333945785246
"(1267254330559627264, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0126139889095616
"(1267255915922599936, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0388722709238307
"(1267256329954967552, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0101898162466309
"(1267256615922630912, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0110355942927828
"(1267257231726108672, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.013443574447595
"(1267257382926597888, 't')",53_transphobia_trans_transphobia is_the transphobia,in_topic,0.0111132496159624
"(1267257382926597888, 't')",180_black trans_trans_trans lives_trans lives matter,in_topic,0.1006267282763144
"(1267257809646673920, 't')",26_faggot_faggots_fag_fags,in_topic,0.0120406393545122
"(1267257991360700416, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.01185632795698
"(1267258837968379904, 't')",28_gay_lgbtq_gay agenda_the gay,in_topic,0.1167826652641924
"(1267258837968379904, 't')",53_transphobia_trans_transphobia is_the transphobia,in_topic,0.0170691044870254
"(1267258837968379904, 't')",180_black trans_trans_trans lives_trans lives matter,in_topic,0.0129756485718826
"(1267258837968379904, 't')",18_homophobia_homophobia is_the homophobia_homophobia and,in_topic,0.0150438327808043
"(1267260027284229888, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0177394529362048
"(1267262467068948480, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0192811904528166
"(1267265722297618432, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0181205879353167
"(1267267888890560512, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0351335608144792
"(1267267946386092032, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0159732477847785
"(1267268059925868288, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0150880658659838
"(1267269729888071680, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0276838921290546
"(1267270422501797888, 't')",58_fag_faggot_fags_nig,in_topic,1.0
"(1267271471480463360, 't')",26_faggot_faggots_fag_fags,in_topic,0.0117011736942368
"(1267271471480463360, 't')",58_fag_faggot_fags_nig,in_topic,0.0300774803509129
"(1267271471480463360, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0118323980248918
"(1267271847311142912, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0172489296311675
"(1267275416382746624, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.022388599207386
"(1267275612638441472, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0148316179537687
"(1267278737319448576, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0116158704901023
"(1267278920971284480, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.012581357332936
"(1267279427051770112, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0115960715196854
"(1267279427051770112, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0105191268262288
"(1267280403800322048, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0170073380213916
"(1267280589591154688, 't')",58_fag_faggot_fags_nig,in_topic,0.0178963993809685
"(1267282038555459584, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0366129693442491
"(1267282518375411712, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0322475748048671
"(1267282792569692160, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0113815898688164
"(1267285147289706496, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.035133524301296
"(1267287278306471936, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.016400771106059
"(1267290403675357184, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.027117448864573
"(1267293118996508672, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0154112509344369
"(1267294671488733184, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0377839805075819
"(1267295439553916928, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0271029590318012
"(1267295617111322624, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0157200574820203
"(1267301653314564096, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0104783893856445
"(1267302417751658496, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0136692197861825
"(1267302746740289536, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0149153351145528
"(1267304252373786624, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0156211371552492
"(1267308331300839424, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.01644619169268
"(1267308492223680512, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0118105431526198
"(1267308970579914752, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0130423213633114
"(1267309321563410432, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0258360355576771
"(1267310826190336000, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0183395234597311
"(1267315145702879232, 't')",28_gay_lgbtq_gay agenda_the gay,in_topic,0.1216478669493214
"(1267315145702879232, 't')",209_losangeles queer_makeup_dragqueen_losangeles queer lgbt,in_topic,0.0127309827204641
"(1267315145702879232, 't')",53_transphobia_trans_transphobia is_the transphobia,in_topic,0.0205756830214345
"(1267315145702879232, 't')",180_black trans_trans_trans lives_trans lives matter,in_topic,0.0188089865207849
"(1267315145702879232, 't')",18_homophobia_homophobia is_the homophobia_homophobia and,in_topic,0.0173530440783414
"(1267315980801323008, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0185940542045805
"(1267318766540427264, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0399290983782553
"(1267319508064071680, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0105804424299156
"(1267319508064071680, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0102216621140312
"(1267323563326885888, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.013201801405728
"(1267323565872799488, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0100194057836425
"(1267323919746256896, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0163486187322557
"(1267327385625456640, 't')",28_gay_lgbtq_gay agenda_the gay,in_topic,0.1147216914759775
"(1267327385625456640, 't')",53_transphobia_trans_transphobia is_the transphobia,in_topic,0.0201252603056959
"(1267327385625456640, 't')",180_black trans_trans_trans lives_trans lives matter,in_topic,0.0177661272453302
"(1267327385625456640, 't')",18_homophobia_homophobia is_the homophobia_homophobia and,in_topic,0.0228844966027851
"(1267327481322721280, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0108363132059144
"(1267327589841920000, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0116935088331189
"(1267328601306718208, 't')",58_fag_faggot_fags_nig,in_topic,0.01408317402668
"(1267330624861306880, 't')",26_faggot_faggots_fag_fags,in_topic,0.0121005654152854
"(1267330624861306880, 't')",58_fag_faggot_fags_nig,in_topic,0.0102447674177667
"(1267330624861306880, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.012333604596848
"(1267331394620936192, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0135981271395405
"(1267333850058768384, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0107392242150947
"(1267334297666502912, 't')",175_skate_people that skate_skate faggot and_that skate,in_topic,1.0
"(1267334429485064192, 't')",18_homophobia_homophobia is_the homophobia_homophobia and,in_topic,0.0188825461307495
"(1267334574750613504, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0103739488411394
"(1267334976233549824, 't')",18_homophobia_homophobia is_the homophobia_homophobia and,in_topic,0.0179539584254325
"(1267337959453286400, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0134401340703006
"(1267337959453286400, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0109280480792193
"(1267338330758234112, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0129479271638166
"(1267338330758234112, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0132412950920396
"(1267342246640156672, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0110887284069872
"(1267343247875112960, 't')",26_faggot_faggots_fag_fags,in_topic,0.0273001354843743
"(1267343247875112960, 't')",58_fag_faggot_fags_nig,in_topic,0.0190383560569775
"(1267343247875112960, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0219779860503974
"(1267343247875112960, 't')",182_perverted_perverted and_misgender_my perverted,in_topic,0.0135034666364359
"(1267343247875112960, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0232914247269953
"(1267344751768076288, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0113857262945565
"(1267350570748149760, 't')",28_gay_lgbtq_gay agenda_the gay,in_topic,0.1465750991446183
"(1267350570748149760, 't')",53_transphobia_trans_transphobia is_the transphobia,in_topic,0.0229033488598124
"(1267350570748149760, 't')",180_black trans_trans_trans lives_trans lives matter,in_topic,0.019456979007294
"(1267350570748149760, 't')",18_homophobia_homophobia is_the homophobia_homophobia and,in_topic,0.0203857634843239
"(1267351283343613952, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0234325625854272
"(1267353087586390016, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0313347366125056
"(1267353919472066560, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0526678436998126
"(1267356524680118272, 't')",28_gay_lgbtq_gay agenda_the gay,in_topic,0.2970953654997058
"(1267356524680118272, 't')",209_losangeles queer_makeup_dragqueen_losangeles queer lgbt,in_topic,0.0105566302625228
"(1267356524680118272, 't')",53_transphobia_trans_transphobia is_the transphobia,in_topic,0.0203913907650871
"(1267356524680118272, 't')",180_black trans_trans_trans lives_trans lives matter,in_topic,0.0156827568444782
"(1267356524680118272, 't')",18_homophobia_homophobia is_the homophobia_homophobia and,in_topic,0.0179120263066505
"(1267360767071805440, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0111185732716297
"(1267362518344712192, 't')",53_transphobia_trans_transphobia is_the transphobia,in_topic,0.011384699158118
"(1267362518344712192, 't')",180_black trans_trans_trans lives_trans lives matter,in_topic,0.7636531427213171
"(1267363061867802624, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0116958806449121
"(1267363215551283200, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.4472928158875721
"(1267367288983994368, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0111877427948036
"(1267369911812124672, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0131181125351281
"(1267369911812124672, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0129794645496358
"(1267379780711624704, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.010763441319982
"(1267382412809342976, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0159983705397651
"(1267389451530981376, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0119985668277119
"(1267389482627563520, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0136114318289094
"(1267413045912801280, 't')",26_faggot_faggots_fag_fags,in_topic,0.0170047556676851
"(1267413045912801280, 't')",58_fag_faggot_fags_nig,in_topic,0.0104463702101488
"(1267413045912801280, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0124347758554984
"(1267413045912801280, 't')",182_perverted_perverted and_misgender_my perverted,in_topic,0.0152472215827647
"(1267413045912801280, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0161611150516099
"(1267413262997454848, 't')",26_faggot_faggots_fag_fags,in_topic,0.0104143355858164
"(1267428770719264768, 't')",26_faggot_faggots_fag_fags,in_topic,0.0374997835340773
"(1267428770719264768, 't')",58_fag_faggot_fags_nig,in_topic,0.010006663818111
"(1267428770719264768, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0120065456022861
"(1267428770719264768, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0132715250562739
"(1267449684307529728, 't')",58_fag_faggot_fags_nig,in_topic,0.0119921810663611
"(1267465892725534720, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0166984831136588
"(1267472047447224320, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.2246950828951808
"(1267472240238456832, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0226574266865271
"(1267472704690479104, 't')",26_faggot_faggots_fag_fags,in_topic,0.0137561161121555
"(1267472704690479104, 't')",58_fag_faggot_fags_nig,in_topic,0.0187725743690895
"(1267472704690479104, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0130568124316444
"(1267472704690479104, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.018194423562481
"(1267473046740189184, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.201355146907119
"(1267474252019773440, 't')",26_faggot_faggots_fag_fags,in_topic,0.0339118137954664
"(1267474252019773440, 't')",58_fag_faggot_fags_nig,in_topic,0.0187646773578393
"(1267474252019773440, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0214898134109853
"(1267474252019773440, 't')",182_perverted_perverted and_misgender_my perverted,in_topic,0.0197508533456997
"(1267474252019773440, 't')",104_femboy_sissy_crossdresser_tranny,in_topic,0.0111558907149773
"(1267474252019773440, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0246719146580899
"(1267474670342766592, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0109607571265478
"(1267475592309440512, 't')",26_faggot_faggots_fag_fags,in_topic,0.0121021697382295
"(1267476020065718272, 't')",156_pride_happy_happy pride_pridemonth,in_topic,1.0
"(1267481379056398336, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0291369416701097
"(1267483113145298944, 't')",26_faggot_faggots_fag_fags,in_topic,0.0279204770877503
"(1267483113145298944, 't')",58_fag_faggot_fags_nig,in_topic,0.017281422037418
"(1267483113145298944, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0145454954965485
"(1267483113145298944, 't')",182_perverted_perverted and_misgender_my perverted,in_topic,0.0112794789172636
"(1267483113145298944, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.015386757007722
"(1267485210637029376, 't')",26_faggot_faggots_fag_fags,in_topic,0.0147033499551832
"(1267485210637029376, 't')",58_fag_faggot_fags_nig,in_topic,0.010037874433573
"(1267486644359147520, 't')",26_faggot_faggots_fag_fags,in_topic,0.0115392941210792
"(1267486644359147520, 't')",57_dyke_dykes_dykes be_like,in_topic,0.0165687139436632
"(1267486644359147520, 't')",182_perverted_perverted and_misgender_my perverted,in_topic,0.0101181354587881
"(1267486644359147520, 't')",215_femboy_hooters_femboy hooters_femboys,in_topic,0.0113343728398757
"(1267487316290891776, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0190394082824365
"(1267491543138484224, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0139564911420709
"(1267494564664709120, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0130913854567098
"(1267495158007783424, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0109286958027835
"(1267495158007783424, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0129032466955132
"(1267495454146588672, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0375805510660041
"(1267495623986642944, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0152403158552598
"(1267497725999759360, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0141884496735248
"(1267500190165942272, 't')",156_pride_happy_happy pride_pridemonth,in_topic,0.0279335301161014
"(1267501778674651136, 't')",168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,in_topic,0.0278037590153385
"(1267503265660276736, 't')",26_faggot_faggots_fag_fags,in_topic,0.0385042127092447
"(1267503265660276736, 't')",58_fag_faggot_fags_nig,in_topic,0.0168153581403489
